activity_id,hcp_id,activity_date,sales_rep_id,channel,topic,duration_minutes,engagement_score,sentiment,sample_dropped,follow_up_requested
ACT0000575,HCP0042,2024-11-08,REP025,In-person,Clinical evidence,33,89.1,Positive,False,False
ACT0000576,HCP0106,2024-09-27,REP001,Phone,Adherence support,36,96.4,Positive,False,False
ACT0000577,HCP0035,2025-09-21,REP007,Conference,Patient access,39,60.8,Positive,True,True
ACT0000578,HCP0055,2024-02-29,REP011,Email,Dosing discussion,2,51.4,Positive,True,False
ACT0000579,HCP0010,2025-09-14,REP017,Phone,Adherence support,12,64.3,Positive,False,False
ACT0000580,HCP0056,2025-11-08,REP008,Video,Clinical evidence,20,56.2,Neutral,False,False
ACT0000581,HCP0073,2025-07-01,REP011,Video,Prior authorization,31,39.8,Positive,False,False
ACT0000582,HCP0082,2025-11-25,REP014,In-person,Patient access,15,60.9,Positive,False,True
ACT0000583,HCP0093,2024-11-21,REP011,Video,Patient access,49,79.7,Positive,True,False
ACT0000584,HCP0094,2024-05-05,REP014,Phone,Adherence support,22,90.2,Neutral,False,False
ACT0000585,HCP0079,2025-07-11,REP023,Video,Patient access,48,64.1,Positive,False,False
ACT0000586,HCP0050,2024-03-29,REP015,Email,Patient access,4,87.6,Neutral,False,False
ACT0000587,HCP0107,2025-09-19,REP024,In-person,Clinical evidence,40,66.1,Neutral,False,True
ACT0000588,HCP0040,2025-02-24,REP010,In-person,New indication,54,18.4,Positive,False,False
ACT0000589,HCP0027,2025-03-18,REP003,Phone,Prior authorization,36,38.8,Neutral,False,False
ACT0000590,HCP0035,2025-01-22,REP019,In-person,Clinical evidence,22,74.1,Positive,False,False
ACT0000591,HCP0084,2025-03-18,REP019,Email,Patient access,2,29.8,Neutral,False,False
ACT0000592,HCP0080,2025-10-01,REP005,In-person,Adherence support,14,39.3,Negative,True,False
ACT0000593,HCP0062,2024-06-20,REP005,In-person,Patient access,13,35.5,Positive,False,False
ACT0000594,HCP0114,2024-12-18,REP003,Email,New indication,3,61.8,Positive,False,True
ACT0000595,HCP0040,2024-09-16,REP014,Email,Clinical evidence,5,70.7,Negative,False,False
ACT0000596,HCP0016,2024-05-06,REP009,In-person,Prior authorization,23,31.8,Negative,True,False
ACT0000597,HCP0061,2025-05-15,REP021,In-person,Dosing discussion,42,81.1,Neutral,False,False
ACT0000598,HCP0037,2024-12-22,REP024,Email,Clinical evidence,4,66.2,Positive,False,True
ACT0000599,HCP0091,2025-10-21,REP006,In-person,New indication,24,39.5,Neutral,False,False
ACT0000600,HCP0065,2024-06-13,REP012,In-person,Adherence support,48,66.8,Neutral,True,False
ACT0000601,HCP0112,2025-05-17,REP009,Conference,New indication,14,50.8,Positive,False,True
ACT0000602,HCP0094,2025-07-03,REP005,In-person,New indication,26,50.6,Neutral,True,True
ACT0000603,HCP0076,2024-09-07,REP024,Video,Clinical evidence,52,40.6,Positive,False,False
ACT0000604,HCP0053,2025-04-20,REP019,Phone,Prior authorization,50,65.6,Neutral,False,False
ACT0000605,HCP0083,2025-07-28,REP011,Conference,Dosing discussion,8,60.9,Neutral,False,True
ACT0000606,HCP0045,2024-07-12,REP004,Phone,Prior authorization,24,60.8,Positive,True,False
ACT0000607,HCP0117,2024-12-17,REP002,Email,Adherence support,1,63.4,Positive,False,True
ACT0000608,HCP0075,2024-10-19,REP018,Conference,New indication,53,70.7,Neutral,False,True
ACT0000609,HCP0093,2024-09-20,REP011,In-person,Adherence support,26,62.0,Positive,True,False
ACT0000610,HCP0027,2024-12-15,REP001,In-person,New indication,21,26.2,Positive,False,False
ACT0000611,HCP0028,2024-09-14,REP012,Phone,Adherence support,25,65.0,Neutral,False,False
ACT0000612,HCP0060,2025-12-27,REP010,Email,New indication,1,46.6,Neutral,False,True
ACT0000613,HCP0096,2025-08-07,REP020,Email,Clinical evidence,3,88.4,Positive,True,True
ACT0000614,HCP0114,2024-09-12,REP014,Video,Adherence support,46,74.5,Neutral,False,True
ACT0000615,HCP0017,2025-09-17,REP009,In-person,Adherence support,24,85.7,Positive,False,True
ACT0000616,HCP0013,2024-10-16,REP001,In-person,Dosing discussion,45,55.0,Positive,False,False
ACT0000617,HCP0017,2024-08-26,REP004,In-person,Patient access,13,83.8,Negative,False,True
ACT0000618,HCP0013,2025-03-29,REP015,In-person,Prior authorization,52,43.6,Neutral,False,False
ACT0000619,HCP0119,2024-05-30,REP020,Phone,Clinical evidence,41,65.6,Positive,False,False
ACT0000620,HCP0019,2024-04-10,REP006,In-person,Clinical evidence,40,47.8,Positive,False,False
ACT0000621,HCP0015,2025-01-27,REP010,In-person,Prior authorization,32,77.9,Positive,True,False
ACT0000622,HCP0040,2024-06-03,REP003,In-person,Patient access,8,100.0,Neutral,False,True
ACT0000623,HCP0104,2025-09-08,REP001,Phone,Patient access,26,73.0,Neutral,False,False
ACT0000624,HCP0115,2024-09-22,REP018,Email,Patient access,2,36.1,Neutral,False,False
ACT0000625,HCP0085,2024-03-18,REP021,Video,New indication,33,52.4,Neutral,True,True
ACT0000626,HCP0075,2025-01-06,REP020,In-person,Prior authorization,18,100.0,Neutral,False,True
ACT0000627,HCP0095,2024-12-22,REP025,Email,Adherence support,1,82.4,Neutral,True,False
ACT0000628,HCP0012,2024-05-25,REP018,Phone,Adherence support,38,50.5,Neutral,True,False
ACT0000629,HCP0071,2024-01-01,REP025,Video,New indication,19,84.4,Neutral,False,False
ACT0000630,HCP0008,2024-05-13,REP008,Email,New indication,6,68.5,Positive,False,False
ACT0000631,HCP0095,2025-03-08,REP016,In-person,New indication,15,100.0,Neutral,False,False
ACT0000632,HCP0062,2024-12-10,REP008,In-person,Patient access,12,67.4,Neutral,False,False
ACT0000633,HCP0120,2024-07-08,REP007,Email,Patient access,2,60.9,Neutral,False,True
ACT0000634,HCP0076,2025-01-10,REP008,Email,Dosing discussion,6,64.6,Neutral,False,True
ACT0000635,HCP0093,2024-09-29,REP022,In-person,New indication,41,58.2,Neutral,False,False
ACT0000636,HCP0008,2024-09-17,REP019,Email,Dosing discussion,3,51.7,Positive,True,False
ACT0000637,HCP0040,2024-08-22,REP005,In-person,Patient access,17,43.5,Neutral,False,True
ACT0000638,HCP0058,2024-12-13,REP014,Conference,Clinical evidence,17,56.4,Positive,False,False
ACT0000639,HCP0112,2024-12-25,REP019,Conference,Patient access,13,81.4,Negative,False,False
ACT0000640,HCP0085,2024-04-17,REP019,Video,Adherence support,22,60.9,Positive,False,True
ACT0000641,HCP0060,2025-05-12,REP022,Video,Prior authorization,33,54.5,Neutral,False,True
ACT0000642,HCP0082,2024-09-03,REP018,Conference,Adherence support,33,39.5,Positive,False,False
ACT0000643,HCP0020,2024-03-13,REP024,In-person,Adherence support,38,80.1,Positive,False,False
ACT0000644,HCP0086,2024-05-26,REP020,Phone,Clinical evidence,26,98.2,Positive,False,False
ACT0000645,HCP0114,2025-04-23,REP015,In-person,Patient access,35,49.0,Positive,False,True
ACT0000646,HCP0042,2025-02-12,REP004,Phone,Dosing discussion,12,53.3,Neutral,False,False
ACT0000647,HCP0052,2024-07-22,REP024,In-person,Adherence support,20,47.6,Neutral,False,True
ACT0000648,HCP0120,2025-01-16,REP013,Email,Patient access,1,82.4,Neutral,False,False
ACT0000649,HCP0032,2025-07-02,REP001,In-person,Prior authorization,42,86.8,Neutral,False,False
ACT0000650,HCP0085,2025-04-28,REP012,Video,Prior authorization,44,69.1,Positive,False,False
ACT0000651,HCP0080,2024-03-18,REP001,Video,Clinical evidence,17,42.2,Neutral,True,False
ACT0000652,HCP0027,2025-05-18,REP007,Conference,Dosing discussion,35,73.8,Negative,True,False
ACT0000653,HCP0125,2025-08-05,REP020,In-person,New indication,32,70.7,Positive,False,False
ACT0000654,HCP0119,2024-06-20,REP020,Video,Dosing discussion,34,72.7,Positive,False,True
ACT0000655,HCP0106,2025-05-20,REP025,In-person,New indication,16,45.1,Positive,False,True
ACT0000656,HCP0083,2024-12-29,REP006,In-person,New indication,17,43.8,Negative,False,False
ACT0000657,HCP0032,2024-03-12,REP004,Email,Adherence support,3,33.5,Negative,False,True
ACT0000658,HCP0002,2025-10-15,REP008,In-person,Adherence support,26,89.1,Neutral,False,False
ACT0000659,HCP0090,2025-10-10,REP010,Video,Patient access,31,89.7,Positive,True,True
ACT0000660,HCP0088,2025-08-27,REP007,Video,Clinical evidence,43,33.6,Neutral,False,True
ACT0000661,HCP0032,2024-02-24,REP025,Email,Clinical evidence,5,50.0,Neutral,False,True
ACT0000662,HCP0016,2025-10-17,REP021,Phone,New indication,49,50.1,Positive,False,True
ACT0000663,HCP0065,2024-04-10,REP022,Video,Prior authorization,13,84.2,Positive,False,False
ACT0000664,HCP0125,2024-11-24,REP017,Email,Prior authorization,6,67.7,Positive,True,False
ACT0000665,HCP0018,2024-05-16,REP011,In-person,Patient access,24,96.8,Neutral,False,True
ACT0000666,HCP0039,2025-01-17,REP007,Phone,Patient access,42,60.2,Neutral,False,True
ACT0000667,HCP0037,2024-05-19,REP023,Phone,Dosing discussion,33,39.2,Neutral,False,True
ACT0000668,HCP0022,2024-11-27,REP004,Video,Patient access,11,51.3,Positive,False,False
ACT0000669,HCP0124,2025-10-31,REP012,Video,Dosing discussion,45,47.8,Positive,False,True
ACT0000670,HCP0108,2025-04-14,REP002,Email,New indication,1,87.0,Neutral,False,False
ACT0000671,HCP0057,2024-10-26,REP009,In-person,Prior authorization,20,100.0,Positive,False,False
ACT0000672,HCP0047,2024-07-31,REP024,Email,Dosing discussion,1,75.8,Neutral,False,False
ACT0000673,HCP0093,2024-04-27,REP015,Phone,Adherence support,45,52.1,Neutral,False,True
ACT0000674,HCP0123,2025-11-04,REP003,Phone,New indication,37,71.1,Positive,False,False
ACT0000675,HCP0055,2025-02-04,REP007,Conference,Patient access,53,33.4,Neutral,False,False
ACT0000676,HCP0109,2025-11-20,REP005,Conference,Patient access,14,62.0,Positive,False,True
ACT0000677,HCP0001,2025-06-27,REP017,Phone,Patient access,38,32.5,Neutral,False,False
ACT0000678,HCP0079,2024-03-14,REP011,Video,Dosing discussion,18,75.6,Neutral,False,False
ACT0000679,HCP0082,2025-12-16,REP008,In-person,Prior authorization,42,62.7,Positive,False,True
ACT0000680,HCP0053,2025-07-03,REP018,In-person,Patient access,15,82.4,Positive,True,False
ACT0000681,HCP0053,2025-03-13,REP013,Email,Dosing discussion,1,80.8,Positive,False,True
ACT0000682,HCP0019,2025-02-17,REP018,Phone,Dosing discussion,27,54.9,Negative,False,False
ACT0000683,HCP0033,2024-03-27,REP020,Email,Dosing discussion,2,86.3,Neutral,False,False
ACT0000684,HCP0083,2025-03-02,REP005,In-person,Prior authorization,26,42.3,Neutral,False,False
ACT0000685,HCP0025,2024-04-02,REP022,Phone,New indication,12,100.0,Negative,False,False
ACT0000686,HCP0036,2025-05-24,REP003,Email,Patient access,6,39.2,Neutral,False,True
ACT0000687,HCP0061,2025-11-07,REP002,Phone,Clinical evidence,22,80.9,Positive,False,False
ACT0000688,HCP0014,2024-12-04,REP002,In-person,Clinical evidence,17,90.9,Neutral,False,True
ACT0000689,HCP0113,2025-07-13,REP019,Phone,Adherence support,31,69.6,Negative,False,False
ACT0000690,HCP0114,2025-01-26,REP002,Email,Patient access,6,45.3,Negative,False,False
ACT0000691,HCP0043,2024-04-18,REP023,Email,Clinical evidence,3,50.5,Positive,False,False
ACT0000692,HCP0036,2024-12-06,REP019,Email,Clinical evidence,4,45.6,Neutral,False,False
ACT0000693,HCP0071,2025-08-01,REP019,Phone,Dosing discussion,18,65.9,Positive,False,False
ACT0000694,HCP0111,2025-12-03,REP008,Phone,Patient access,29,81.8,Positive,False,False
ACT0000695,HCP0007,2024-03-12,REP006,In-person,Dosing discussion,50,75.7,Positive,False,False
ACT0000696,HCP0005,2025-03-21,REP008,In-person,New indication,35,67.1,Positive,False,False
ACT0000697,HCP0091,2024-09-30,REP019,Phone,Patient access,44,38.1,Positive,True,False
ACT0000698,HCP0088,2024-05-09,REP006,Video,Patient access,18,100.0,Positive,False,True
ACT0000699,HCP0098,2024-01-16,REP021,Email,Prior authorization,2,62.5,Neutral,False,False
ACT0000700,HCP0075,2024-12-03,REP009,Phone,Prior authorization,13,58.4,Positive,True,True
ACT0000701,HCP0048,2025-12-13,REP005,Email,Prior authorization,2,70.6,Neutral,False,False
ACT0000702,HCP0006,2025-12-21,REP010,Conference,Adherence support,52,32.8,Positive,False,True
ACT0000703,HCP0055,2024-09-05,REP023,Conference,Clinical evidence,37,64.8,Neutral,False,True
ACT0000704,HCP0014,2025-10-28,REP008,Conference,New indication,33,61.8,Negative,False,True
ACT0000705,HCP0009,2024-04-01,REP007,In-person,Prior authorization,29,62.6,Neutral,False,False
ACT0000706,HCP0072,2025-06-06,REP019,Email,Adherence support,2,90.4,Positive,True,False
ACT0000707,HCP0116,2025-08-16,REP024,Email,Prior authorization,5,41.0,Positive,True,False
ACT0000708,HCP0094,2024-12-10,REP006,In-person,Clinical evidence,17,65.2,Neutral,False,False
ACT0000709,HCP0069,2024-11-01,REP013,Phone,Prior authorization,47,53.7,Positive,False,True
ACT0000710,HCP0025,2024-08-17,REP020,In-person,New indication,20,61.7,Neutral,False,False
ACT0000711,HCP0018,2025-03-29,REP004,Phone,Prior authorization,51,82.6,Neutral,False,False
ACT0000712,HCP0013,2025-05-13,REP006,Phone,Clinical evidence,19,63.4,Positive,False,True
ACT0000713,HCP0094,2025-09-22,REP018,In-person,Adherence support,25,60.5,Positive,False,False
ACT0000714,HCP0104,2024-12-29,REP008,Phone,New indication,12,19.0,Neutral,False,True
ACT0000715,HCP0098,2024-07-09,REP015,In-person,Adherence support,38,81.7,Positive,False,False
ACT0000716,HCP0002,2025-05-31,REP012,Video,Adherence support,14,33.5,Neutral,False,True
ACT0000717,HCP0026,2025-01-28,REP020,In-person,New indication,23,56.6,Positive,False,True
ACT0000718,HCP0060,2025-05-09,REP013,Phone,Prior authorization,53,48.9,Neutral,False,True
ACT0000719,HCP0057,2024-05-01,REP008,Phone,Adherence support,52,20.4,Neutral,False,False
ACT0000720,HCP0017,2024-11-08,REP008,Phone,Clinical evidence,12,68.8,Neutral,True,False
ACT0000721,HCP0056,2025-09-14,REP002,Phone,Patient access,27,57.6,Positive,False,False
ACT0000722,HCP0074,2024-01-24,REP003,Conference,Prior authorization,34,76.3,Positive,False,False
ACT0000723,HCP0047,2024-08-22,REP005,Email,Patient access,4,76.9,Positive,False,False
ACT0000724,HCP0068,2025-01-18,REP022,In-person,Clinical evidence,11,78.3,Positive,False,False
ACT0000725,HCP0109,2024-12-22,REP012,Video,Prior authorization,26,76.1,Positive,False,False
ACT0000726,HCP0021,2025-02-18,REP025,Email,Patient access,5,75.9,Neutral,False,False
ACT0000727,HCP0089,2025-06-13,REP002,In-person,New indication,22,85.1,Neutral,True,False
ACT0000728,HCP0096,2025-03-22,REP025,Phone,New indication,47,73.2,Positive,True,False
ACT0000729,HCP0111,2025-10-22,REP017,In-person,New indication,31,70.3,Positive,True,False
ACT0000730,HCP0033,2025-04-01,REP013,Email,Dosing discussion,6,62.7,Neutral,False,False
ACT0000731,HCP0067,2024-09-11,REP013,Phone,Dosing discussion,12,71.2,Neutral,False,False
ACT0000732,HCP0055,2025-04-03,REP024,In-person,Prior authorization,52,76.4,Positive,False,False
ACT0000733,HCP0102,2024-03-03,REP006,Email,Patient access,6,75.8,Positive,False,False
ACT0000734,HCP0022,2025-08-27,REP009,In-person,Patient access,49,62.4,Positive,False,False
ACT0000735,HCP0030,2025-01-17,REP020,Email,Patient access,3,100.0,Positive,False,False
ACT0000736,HCP0036,2025-02-25,REP001,Video,Dosing discussion,36,96.6,Positive,False,True
ACT0000737,HCP0035,2024-01-10,REP017,In-person,Patient access,20,49.6,Positive,False,False
ACT0000738,HCP0106,2024-02-03,REP016,In-person,Prior authorization,21,65.8,Neutral,False,False
ACT0000739,HCP0062,2024-10-13,REP014,In-person,Prior authorization,19,98.2,Positive,False,False
ACT0000740,HCP0087,2024-03-13,REP012,Phone,Dosing discussion,39,48.3,Neutral,False,True
ACT0000741,HCP0062,2024-10-25,REP019,Video,Prior authorization,23,41.3,Positive,False,False
ACT0000742,HCP0096,2025-10-10,REP024,In-person,Dosing discussion,13,100.0,Neutral,True,False
ACT0000743,HCP0006,2024-12-06,REP015,In-person,New indication,32,56.3,Neutral,False,True
ACT0000744,HCP0029,2025-06-16,REP021,Email,Dosing discussion,1,25.6,Positive,False,True
ACT0000745,HCP0074,2024-10-25,REP001,Email,New indication,5,49.5,Negative,False,True
ACT0000746,HCP0034,2024-11-10,REP004,In-person,Patient access,48,57.4,Neutral,False,True
ACT0000747,HCP0002,2025-06-23,REP014,In-person,Patient access,33,82.2,Neutral,False,False
ACT0000748,HCP0096,2025-10-20,REP021,In-person,New indication,19,66.7,Neutral,False,True
ACT0000749,HCP0025,2024-06-22,REP007,In-person,New indication,39,37.8,Positive,False,False
ACT0000750,HCP0108,2025-12-28,REP019,Phone,Dosing discussion,25,7.2,Positive,True,False
ACT0000751,HCP0040,2025-01-14,REP020,In-person,Prior authorization,54,75.8,Positive,False,False
ACT0000752,HCP0066,2024-06-26,REP016,In-person,Clinical evidence,48,67.2,Neutral,False,False
ACT0000753,HCP0105,2024-08-25,REP017,Video,Clinical evidence,53,90.1,Positive,False,True
ACT0000754,HCP0043,2024-03-25,REP006,In-person,New indication,20,53.2,Negative,True,False
ACT0000755,HCP0025,2025-03-30,REP015,Email,Dosing discussion,2,60.5,Neutral,False,False
ACT0000756,HCP0052,2024-03-16,REP004,Phone,Prior authorization,37,55.1,Positive,False,False
ACT0000757,HCP0049,2024-11-04,REP014,Phone,New indication,39,53.6,Positive,False,False
ACT0000758,HCP0076,2024-01-21,REP023,Conference,Dosing discussion,14,73.6,Positive,False,True
ACT0000759,HCP0081,2024-05-30,REP007,Email,New indication,3,56.7,Neutral,False,False
ACT0000760,HCP0121,2024-12-12,REP021,In-person,Prior authorization,26,32.2,Negative,True,False
ACT0000761,HCP0019,2025-03-10,REP017,Email,Patient access,6,92.1,Negative,False,False
ACT0000762,HCP0025,2025-05-25,REP015,Email,New indication,3,70.3,Neutral,False,True
ACT0000763,HCP0010,2024-06-30,REP020,Email,Prior authorization,6,79.0,Positive,False,True
ACT0000764,HCP0011,2024-08-27,REP016,In-person,New indication,35,92.1,Negative,True,False
ACT0000765,HCP0001,2024-10-16,REP010,In-person,New indication,14,61.7,Negative,False,False
ACT0000766,HCP0045,2024-11-09,REP004,Video,Prior authorization,41,61.8,Neutral,False,False
ACT0000767,HCP0121,2024-10-30,REP009,Phone,Clinical evidence,22,44.3,Positive,False,True
ACT0000768,HCP0006,2024-04-06,REP017,Phone,Adherence support,32,83.0,Positive,True,True
ACT0000769,HCP0005,2025-10-18,REP024,Email,Adherence support,3,34.8,Neutral,False,False
ACT0000770,HCP0042,2024-08-09,REP024,Phone,Adherence support,14,69.9,Positive,False,True
ACT0000771,HCP0082,2025-06-24,REP021,Email,Clinical evidence,2,76.3,Neutral,False,True
ACT0000772,HCP0083,2025-04-06,REP019,In-person,Prior authorization,17,39.5,Neutral,True,False
ACT0000773,HCP0001,2025-04-05,REP002,Video,Patient access,46,90.6,Negative,True,False
ACT0000774,HCP0003,2025-12-21,REP015,In-person,Dosing discussion,37,26.3,Positive,False,False
ACT0000775,HCP0104,2024-03-23,REP007,Phone,Dosing discussion,29,39.4,Positive,False,False
ACT0000776,HCP0102,2024-09-05,REP011,Conference,New indication,31,65.3,Positive,False,True
ACT0000777,HCP0084,2024-08-13,REP022,Email,Prior authorization,5,80.3,Positive,False,True
ACT0000778,HCP0019,2025-12-28,REP006,Phone,Dosing discussion,27,38.6,Positive,False,True
ACT0000779,HCP0123,2024-02-06,REP019,Conference,Dosing discussion,32,80.5,Neutral,True,False
ACT0000780,HCP0093,2024-08-08,REP001,In-person,Adherence support,9,82.4,Neutral,False,False
ACT0000781,HCP0118,2025-01-29,REP005,Phone,Prior authorization,9,58.1,Neutral,False,True
ACT0000782,HCP0077,2024-01-05,REP012,Video,Clinical evidence,37,68.6,Positive,False,False
ACT0000783,HCP0121,2024-03-27,REP013,Email,Adherence support,4,89.4,Neutral,False,True
ACT0000784,HCP0015,2025-10-14,REP009,Phone,Patient access,46,96.5,Neutral,False,False
ACT0000785,HCP0010,2024-01-22,REP005,Conference,Adherence support,12,55.7,Positive,False,False
ACT0000786,HCP0120,2024-05-12,REP013,Email,Adherence support,3,49.3,Neutral,False,False
ACT0000787,HCP0074,2024-09-17,REP015,Conference,New indication,14,62.8,Positive,True,False
ACT0000788,HCP0077,2024-09-27,REP014,Email,Prior authorization,5,44.4,Positive,False,False
ACT0000789,HCP0094,2025-06-27,REP003,In-person,Dosing discussion,40,91.0,Positive,False,False
ACT0000790,HCP0117,2024-08-13,REP016,Conference,Adherence support,30,75.8,Neutral,False,True
ACT0000791,HCP0016,2024-11-07,REP007,Video,Prior authorization,33,65.9,Neutral,False,False
ACT0000792,HCP0034,2025-01-09,REP016,Email,Patient access,1,88.4,Neutral,False,False
ACT0000793,HCP0027,2024-03-04,REP003,In-person,Dosing discussion,28,81.5,Positive,False,True
ACT0000794,HCP0034,2024-09-18,REP002,Video,Adherence support,23,85.5,Positive,False,True
ACT0000795,HCP0052,2025-01-29,REP024,Email,New indication,6,77.1,Neutral,False,False
ACT0000796,HCP0072,2024-07-23,REP004,In-person,Prior authorization,44,94.3,Positive,True,False
ACT0000797,HCP0107,2024-11-24,REP005,Phone,New indication,35,38.6,Neutral,False,False
ACT0000798,HCP0030,2025-01-31,REP007,Conference,Adherence support,18,76.4,Positive,False,False
ACT0000799,HCP0103,2025-12-03,REP014,Email,Clinical evidence,3,97.4,Neutral,False,False
ACT0000800,HCP0072,2025-03-01,REP009,Email,New indication,3,59.7,Neutral,True,True
ACT0000801,HCP0103,2024-04-10,REP005,Email,New indication,3,54.6,Neutral,False,False
ACT0000802,HCP0101,2025-06-21,REP015,Phone,Dosing discussion,49,58.6,Neutral,False,False
ACT0000803,HCP0035,2025-05-14,REP004,Email,Patient access,2,66.0,Positive,False,False
ACT0000804,HCP0098,2024-09-01,REP016,In-person,New indication,45,87.6,Positive,False,False
ACT0000805,HCP0096,2025-06-10,REP001,Phone,Dosing discussion,13,66.1,Neutral,False,False
ACT0000806,HCP0071,2024-03-31,REP011,Video,Adherence support,14,88.6,Negative,False,True
ACT0000807,HCP0012,2025-09-12,REP003,In-person,New indication,52,75.7,Positive,False,False
ACT0000808,HCP0120,2024-04-26,REP007,Phone,Patient access,23,84.7,Positive,False,False
ACT0000809,HCP0119,2025-09-10,REP014,In-person,Adherence support,47,67.0,Positive,False,False
ACT0000810,HCP0043,2024-08-19,REP003,Video,Prior authorization,24,61.1,Positive,True,False
ACT0000811,HCP0063,2024-10-22,REP014,In-person,Clinical evidence,33,39.4,Neutral,False,False
ACT0000812,HCP0054,2024-07-12,REP008,Email,Clinical evidence,3,17.4,Negative,True,True
ACT0000813,HCP0090,2025-06-30,REP007,Phone,Patient access,12,58.1,Positive,False,False
ACT0000814,HCP0040,2025-04-11,REP009,Phone,Patient access,53,15.5,Neutral,False,False
ACT0000815,HCP0122,2024-10-13,REP024,In-person,Clinical evidence,27,64.1,Neutral,False,False
ACT0000816,HCP0012,2025-07-13,REP017,Conference,Adherence support,43,79.2,Neutral,False,False
ACT0000817,HCP0052,2025-10-16,REP012,In-person,New indication,35,66.5,Neutral,False,False
ACT0000818,HCP0058,2024-10-31,REP006,Phone,Clinical evidence,39,9.5,Positive,True,True
ACT0000819,HCP0038,2025-05-30,REP021,In-person,Patient access,23,57.5,Neutral,False,False
ACT0000820,HCP0059,2025-10-21,REP014,Email,Adherence support,2,76.4,Positive,False,False
ACT0000821,HCP0040,2024-01-31,REP013,In-person,Clinical evidence,17,91.0,Neutral,False,False
ACT0000822,HCP0045,2024-07-27,REP022,Email,Clinical evidence,4,76.0,Negative,False,False
ACT0000823,HCP0012,2024-05-17,REP007,Phone,Clinical evidence,31,65.5,Positive,False,False
ACT0000824,HCP0051,2025-03-07,REP024,Email,New indication,1,75.0,Neutral,True,False
ACT0000825,HCP0085,2025-10-22,REP004,In-person,New indication,49,100.0,Positive,False,True
ACT0000826,HCP0115,2025-12-11,REP018,Email,Dosing discussion,4,66.1,Positive,False,False
ACT0000827,HCP0125,2025-02-15,REP005,In-person,Clinical evidence,22,35.8,Positive,False,True
ACT0000828,HCP0099,2025-11-08,REP002,Video,Dosing discussion,44,56.2,Neutral,False,False
ACT0000829,HCP0110,2025-07-22,REP017,Email,Prior authorization,6,50.6,Neutral,False,True
ACT0000830,HCP0044,2025-07-15,REP017,In-person,Patient access,51,42.3,Positive,False,False
ACT0000831,HCP0121,2025-09-14,REP019,Email,Clinical evidence,3,51.3,Neutral,False,False
ACT0000832,HCP0109,2025-08-24,REP001,Conference,Clinical evidence,27,100.0,Neutral,False,False
ACT0000833,HCP0027,2024-02-04,REP005,In-person,Dosing discussion,21,45.1,Positive,False,False
ACT0000834,HCP0091,2025-03-04,REP010,In-person,New indication,25,55.4,Positive,True,True
ACT0000835,HCP0009,2024-03-20,REP025,Phone,Clinical evidence,48,100.0,Neutral,False,False
ACT0000836,HCP0041,2024-04-12,REP024,In-person,Patient access,24,76.9,Positive,False,False
ACT0000837,HCP0035,2025-11-16,REP023,Email,Patient access,2,72.2,Negative,False,True
ACT0000838,HCP0099,2025-05-10,REP018,Video,Adherence support,54,76.1,Neutral,False,False
ACT0000839,HCP0077,2025-03-20,REP007,Phone,Adherence support,43,69.1,Neutral,False,True
ACT0000840,HCP0038,2025-11-22,REP020,Conference,Clinical evidence,14,56.0,Positive,False,False
ACT0000841,HCP0092,2025-06-09,REP008,In-person,Clinical evidence,30,71.7,Positive,False,True
ACT0000842,HCP0013,2025-01-03,REP010,Video,Adherence support,44,76.2,Positive,False,False
ACT0000843,HCP0098,2024-10-15,REP025,Phone,Clinical evidence,11,31.4,Positive,False,False
ACT0000844,HCP0109,2024-08-11,REP007,Video,Patient access,18,56.1,Negative,False,True
ACT0000845,HCP0006,2024-06-25,REP025,Video,New indication,39,31.2,Neutral,True,False
ACT0000846,HCP0094,2024-09-25,REP021,Phone,Clinical evidence,43,47.2,Positive,False,False
ACT0000847,HCP0076,2024-03-14,REP011,In-person,Patient access,25,75.6,Positive,False,True
ACT0000848,HCP0029,2024-01-10,REP008,In-person,New indication,9,56.6,Positive,False,False
ACT0000849,HCP0034,2024-06-05,REP021,Phone,Patient access,43,60.4,Positive,False,True
ACT0000850,HCP0028,2024-12-01,REP023,Conference,Dosing discussion,42,10.7,Positive,False,False
ACT0000851,HCP0033,2024-03-16,REP024,Email,Clinical evidence,1,38.2,Positive,True,False
ACT0000852,HCP0042,2024-08-28,REP008,Email,Adherence support,6,41.9,Positive,False,False
ACT0000853,HCP0098,2025-11-09,REP023,Email,Dosing discussion,6,30.9,Positive,False,False
ACT0000854,HCP0036,2025-02-21,REP010,Phone,Dosing discussion,40,69.0,Positive,False,False
ACT0000855,HCP0112,2025-09-28,REP017,Email,Prior authorization,2,66.9,Positive,True,False
ACT0000856,HCP0069,2024-05-12,REP016,In-person,Dosing discussion,46,82.0,Positive,False,False
ACT0000857,HCP0075,2025-07-05,REP011,Email,Adherence support,3,91.4,Positive,False,False
ACT0000858,HCP0113,2024-03-27,REP009,Email,Adherence support,4,93.5,Positive,False,False
ACT0000859,HCP0003,2024-01-17,REP013,Email,Clinical evidence,1,73.1,Neutral,False,False
ACT0000860,HCP0053,2024-01-01,REP002,In-person,Prior authorization,12,69.8,Positive,True,True
ACT0000861,HCP0041,2025-01-16,REP018,Email,Adherence support,6,71.6,Positive,False,False
ACT0000862,HCP0101,2024-01-03,REP002,In-person,New indication,49,45.7,Positive,False,False
